"true_m","r_obs","posterior_prob","bayes_call","fixed_call"
0,0.0958874595603873,0.697937223080584,"mosaic-relevant","normal"
0,-0.051139920617535,0.169003127643071,"normal","normal"
0,-0.0606249702363882,0.149577737337686,"normal","normal"
0,-0.056754783447874,0.1572701666674,"normal","normal"
0,0.0752250714052927,0.611084012129502,"mosaic-relevant","normal"
0,0.041132313734065,0.465477079721356,"normal","normal"
0,-0.0380088974451025,0.199195494875057,"normal","normal"
0,0.0306338163187753,0.422734728085033,"normal","normal"
0,-0.0652730420485761,0.140753176756393,"normal","normal"
0,-0.0583805762172946,0.154000023619921,"normal","normal"
0,0.039404371339581,0.458333576199908,"normal","normal"
0,-0.00214396042839983,0.302474781382973,"normal","normal"
0,-0.0670085388232437,0.137571594116307,"normal","normal"
0,-0.0745048740740581,0.12451490850689,"normal","normal"
0,0.0651851416253399,0.567805821928273,"mosaic-relevant","normal"
0,0.00360333045844931,0.32188441513909,"normal","normal"
0,-0.118132236041011,0.0677826301850325,"normal","normal"
0,0.0749479079994426,0.609893179398775,"mosaic-relevant","normal"
0,0.0793652785742602,0.6288208099001,"mosaic-relevant","normal"
0,0.112369419338248,0.762304121877282,"mosaic-relevant","normal"
0,-0.0356796424197592,0.204966644752089,"normal","normal"
0,-0.0189789744820553,0.250134413142502,"normal","normal"
0,-0.066929737026541,0.137714739880238,"normal","normal"
0,0.0588569241979269,0.540535621524451,"mosaic-relevant","normal"
0,0.0322933448396206,0.429379547569061,"normal","normal"
0,0.0605504663473216,0.547822315348497,"mosaic-relevant","normal"
0,0.0122121880606402,0.352362197705358,"normal","normal"
0,0.0627138767379469,0.557144548994159,"mosaic-relevant","normal"
0,-0.0555954381246075,0.159636675785902,"normal","normal"
0,-0.0281390615585302,0.224531175540408,"normal","normal"
0,-0.0517647394473095,0.167663398328762,"normal","normal"
0,0.00733902022048931,0.334907078963326,"normal","normal"
0,0.00466723193411146,0.325560983680103,"normal","normal"
0,0.0476516501870045,0.492752347139508,"normal","normal"
0,-0.0507722614042216,0.169795490626837,"normal","normal"
0,-0.104875451846599,0.0819174007860139,"normal","normal"
0,-0.0126999233105239,0.268858271207391,"normal","normal"
0,0.0803997047937183,0.633234361132674,"mosaic-relevant","normal"
0,0.00745303285191118,0.335309471753604,"normal","normal"
0,0.00517990369973035,0.327341843756121,"normal","normal"
0,0.0654333337815512,0.568876979896602,"mosaic-relevant","normal"
0,-0.0676767618384197,0.136362755193874,"normal","normal"
0,-0.00360739810343776,0.297655815011484,"normal","normal"
0,-0.127940154264289,0.058783481812928,"normal","normal"
0,0.0182862145143814,0.374830040725425,"normal","normal"
0,-0.0375677650053705,0.200278706640404,"normal","normal"
0,0.00628971749158496,0.33121736764436,"normal","normal"
0,0.0155386844688443,0.36457164479262,"normal","normal"
0,-0.0555355970458749,0.159759611892645,"normal","normal"
0,-0.0242799750449263,0.235070551672557,"normal","normal"
0,-0.0486287792363562,0.174474827625468,"normal","normal"
0,-0.0523146156593447,0.166491479173535,"normal","normal"
0,0.0262929064659555,0.405574215473505,"normal","normal"
0,0.0353794192515493,0.441852881780139,"normal","normal"
0,-0.0399979248089845,0.194367832368731,"normal","normal"
0,0.0428405595611804,0.472576490728348,"normal","normal"
0,-0.0441190560465674,0.184656934441676,"normal","normal"
0,0.140881218602892,0.856508360455354,"mosaic-relevant","normal"
0,-0.00275326861047112,0.300462248791987,"normal","normal"
0,0.0956218622227509,0.696855809859941,"mosaic-relevant","normal"
0,-0.0103152920982271,0.276218918815591,"normal","normal"
0,0.0911129535969555,0.678325033916602,"mosaic-relevant","normal"
0,-0.0092760605109119,0.279469570225674,"normal","normal"
0,-0.0666519840496231,0.138220282101481,"normal","normal"
0,0.0785382348561019,0.625286421230363,"mosaic-relevant","normal"
0,-0.0192626040098656,0.249311189999262,"normal","normal"
