embryo_id,latent_status,coverage,n_chromosomes,threshold_n_abnormal,bayes_n_abnormal,mean_abs_signal,sum_abs_signal,mean_posterior,sum_posterior,data_split
sim_0203,normal,10.048097675064206,22,0,0,0.18994038346325662,4.178688436191646,0.1358951551567419,2.9896934134483217,evaluation
sim_0204,ambiguous,17.681873000284952,22,1,0,0.1618081994281532,3.5597803874193703,0.15013129353321608,3.302888457730754,evaluation
sim_0205,abnormal,9.67710642871613,22,0,0,0.28885763148378213,6.354867892643206,0.1635633113701804,3.598392850143969,calibration
sim_0206,ambiguous,9.46551928097605,22,0,0,0.20181828371464577,4.4400022417222065,0.13135591445846378,2.8898301180862034,calibration
sim_0207,normal,5.981374315682404,22,4,0,0.40133393341417106,8.829346535111762,0.1729309115531886,3.804480054170149,calibration
sim_0208,ambiguous,10.807939670028484,22,0,0,0.23571970033315123,5.185833407329327,0.1485776986855493,3.2687093710820845,calibration
sim_0209,ambiguous,9.391587589138116,22,0,0,0.28420926422430776,6.252603812934771,0.14809729132323105,3.258140409111083,calibration
sim_0210,abnormal,16.76778936721726,22,1,1,0.2698108266842563,5.935838187053639,0.23590132539955988,5.189829158790317,calibration
sim_0211,ambiguous,5.058546219550685,22,1,0,0.32463037721334703,7.141868298693634,0.14380718224821215,3.1637580094606674,calibration
sim_0212,normal,7.463145281860666,22,1,0,0.2582983817448021,5.6825643983856455,0.14809408036485033,3.2580697680267074,calibration
